,Name,Position,Number,Height,Academic Year,Hometown,Highschool,Weight,Year,Team
28,Tim Malo,DB,23, 6' 1'' ,Jr.,"Bellingham, Wash.",Sehome,200 lbs,2023,football
29,Uriel Richardson,DB,25, 5' 11'' ,Jr.,"Jacksonville, Fla.",Mandarin,190 lbs,2023,football
30,Cooper DeVeau,CB,26, 6' 0'' ,Sr.,"Foxboro, Mass.",Xaverian Brothers,190 lbs,2023,football
31,Cap Davis,DB,27, 5' 10'' ,Fr.,"Cincinnati, Ohio",Moeller,170 lbs,2023,football
32,Dylan Duchene,RB,27, 6' 2'' ,Sr.,"Stuart, Fla.",Jensen Beach,225 lbs,2023,football
33,Sami Miller,DB,28, 5' 10'' ,Jr.,"Orlando, Fla.",Lake Highland Prep,170 lbs,2023,football
34,Austin Alley,K/P,29, 5' 10'' ,Sr.,"Fort Myers, Fla.",Canterbury,165 lbs,2023,football
35,Kalyl Lindsey,DB,30, 5' 11'' ,Fr.,"Framingham, Mass.",The Rivers School,185 lbs,2023,football
36,Pierce Leverett,TE,31, 6' 4'' ,Fr.,"Houston, Texas",St. John's School,230 lbs,2023,football
37,Jack Whitten,DB,31, 6' 1'' ,Jr.,"Scottsdale, Ariz.",Chaparral,195 lbs,2023,football
38,Qwentin Brown,RB,32, 6' 0'' ,So.,"Santa Cruz, Calif.",Santa Cruz,200 lbs,2023,football
39,Jamari Myers,DB,32, 6' 1'' ,Fr.,"Allen, Texas",St. Paul's School (N.H.),185 lbs,2023,football
40,Triston McDonald,OLB,33, 5' 10'' ,Jr.,"Arlington, Texas",Mansfield Timberview,205 lbs,2023,football
41,Ian Franzoni,RB,34, 5' 11'' ,Sr.,"Robbinsville, N.J.",The Hun School,210 lbs,2023,football
42,Brock Owen,DB,34, 6' 1'' ,Fr.,"Cookeville, Tenn.",Cookeville,190 lbs,2023,football
43,Levi Linowes,TE,35, 6' 3'' ,Fr.,"Sandy Springs, Ga.",Riverwood Int'l Charter School,210 lbs,2023,football
44,Xavier Silva,LB,35, 5' 10'' ,Jr.,"St. Louis, Mo.",John Burroughs,220 lbs,2023,football
45,Declan Boyle,P,36, 6' 2'' ,Sr.,"Kennett Square, Pa.",Unionville,245 lbs,2023,football
46,Christopher Maron,K,37, 5' 10'' ,Jr.,"Weston, Fla.",American Heritage Plantation,175 lbs,2023,football
47,Evan Faiella,TE,38, 6' 4'' ,So.,"Middlefield, Conn.",Coginchaug Regional,240 lbs,2023,football
48,Nevaeh Gattis,DB,38, 6' 1'' ,So.,"Graham, N.C.",Southern Alamance,190 lbs,2023,football
49,Ben Taylor,TE,39, 6' 4'' ,Fr.,"Lake Oswego, Ore.",Choate Rosemary Hall (Conn.),230 lbs,2023,football
50,Camryn Williams-Dalton,DB,39, 5' 11'' ,Fr.,"Angier, N.C.",West Charlotte,170 lbs,2023,football
51,Tyler Baskett,DB,41, 6' 0'' ,So.,"Chesapeake Beach, Md.",Northern,180 lbs,2023,football
52,Everett Skillern,DB,42, 5' 11'' ,So.,"Houston, Texas",Second Baptist School,200 lbs,2023,football
53,Nick Hudson,DB,43, 5' 10'' ,So.,"Houston, Texas",Shadow Creek,175 lbs,2023,football
54,Addison Matevia,ILB,45, 6' 1'' ,Sr.,"Palm Beach Gardens, Fla.",The Benjamin School,200 lbs,2023,football
55,Curt McGhee,DB,46, 6' 2'' ,Sr.,"Wheeling, W.Va.",Wheeling Central Catholic,200 lbs,2023,football
56,Maximilian Ciovacco,TE,47, 6' 1'' ,Fr.,"Boise, Idaho",Bishop Kelly,205 lbs,2023,football
57,Wyatt Feltner,DB,47, 6' 0'' ,Fr.,,,"Hometown Colonial Beach, Va.",2023,football
58,Nathaniel Marko,WR,48, 5' 11'' ,Fr.,"Los Angeles, Calif.",Polytechnic ,175 lbs,2023,football
59,Luke Sidwell,DB,48, 5' 9'' ,Fr.,"Franklin, Mass.",Franklin,170 lbs,2023,football
60,Michael Davidson,LS,49, 6' 2'' ,Sr.,"Stone Oak, Texas",Ronald Reagan,215 lbs,2023,football
61,Tommy Dunn,LB,50, 6' 3'' ,Fr.,"Shaker Heights, Ohio",Shaker Heights,210 lbs,2023,football
62,Ryan Haley,LB,51, 5' 11'' ,So.,"Mankato, Minn.",Mankato West,210 lbs,2023,football
63,Caleb Moorhead,LB,52, 6' 4'' ,Jr.,"Glen Ellyn, Ill.",Glenbard West,230 lbs,2023,football
64,Kevin Coss,DL,53, 6' 2'' ,Sr.,"Charlotte, N.C.",Charlotte Catholic,240 lbs,2023,football
65,Justin Anagonye,OL,54, 6' 3'' ,Sr.,"Southfield, Mich.",Berkley,290 lbs,2023,football
66,Max Malo,LB,55, 6' 2'' ,Fr.,"Bellingham, Wash.",Sehome,220 lbs,2023,football
67,Osagie Noruwa,OL,55, 6' 3'' ,Jr.,"Staten Island, N.Y.",Curtis,300 lbs,2023,football
68,Malachi Marshall-Harris,LB,56, 6' 2'' ,Fr.,"Fort Lauderdale, Fla.",Lake Highland Prep,190 lbs,2023,football
69,Griffin Sturtz,OL,56, 6' 5'' ,Sr.,"Naperville, Ill.",Naperville North,290 lbs,2023,football
70,John Perdue,LB,57, 6' 1'' ,So.,"Houston, Texas",St. John's School,220 lbs,2023,football
71,Sam Smith,LB,58, 6' 0'' ,So.,"Avon, Conn.",Kingswood Oxford School,225 lbs,2023,football
72,Stefano Montella,LB,59, 6' 0'' ,Fr.,"Long Valley, N.J.",West Morris Central,215 lbs,2023,football
73,John Starman,DL,60, 6' 3'' ,So.,"Miami, Fla.",Christopher Columbus,265 lbs,2023,football
74,Jack Doty,OL,61, 6' 7'' ,Jr.,"Harrison, N.Y.",Iona Prep,315 lbs,2023,football
75,Mike Renoit,DL,61, 6' 3'' ,So.,"Lauderhill, Fla.",Saint Thomas Aquinas,225 lbs,2023,football
76,Pat O'Neill,DL,62, 6' 4'' ,So.,"Barnstable, Mass.",Barnstable,250 lbs,2023,football
77,Nico Bossi,DL,63, 6' 3'' ,Fr.,"Clarks Summit, Pa.",Abington Heights,220 lbs,2023,football
78,Kai Faucher,OL,63, 6' 5'' ,Fr.,"Los Angeles, Calif.",Harvard-Westlake,265 lbs,2023,football
79,Charlie Hines,OL,64, 6' 3'' ,Fr.,"San Diego, Calif.",Lincoln,265 lbs,2023,football
80,Ike Odimegwu,DL,64, 6' 3'' ,Fr.,"Coppell, Texas",Coppell,215 lbs,2023,football
81,Nic Jones,OL,65, 6' 5'' ,Jr.,"Raleigh, N.C.",Leesville Road,250 lbs,2023,football
82,Michael Reddick,DL,65, 6' 2'' ,Fr.,"Meriden, Conn.",Maloney,230 lbs,2023,football
83,Nick Manley,DL,66, 6' 3'' ,So.,"Medina, Ohio",Medina,270 lbs,2023,football
84,Nolan Clark,DL,67, 6' 2'' ,So.,"Glen Rock, N.J.",Glen Rock,275 lbs,2023,football
85,AJ Heidtke,OL,69, 6' 4'' ,Jr.,"Andover, Mass.",Andover,290 lbs,2023,football
86,Karl Schmalz,DL,69, 6' 4'' ,Fr.,"Carol Stream, Ill.",Notre Dame College Prep,245 lbs,2023,football
87,Liam Halligan,OL,70, 6' 5'' ,So.,"Pittsburgh, Pa.",Seton La-Salle Catholic,290 lbs,2023,football
88,Tyson Holloway,OL,71, 6' 3'' ,Fr.,"Rockingham, N.C.",Richmond Sr.,275 lbs,2023,football
89,Hayden Bozich,OL,72, 6' 6'' ,So.,"Steubenville, Ohio",The Linsly School,300 lbs,2023,football
90,Gavin Miller,OL,73, 6' 5'' ,Sr.,"Bay Shore, N.Y.",St. Anthony's,290 lbs,2023,football
91,Charlie Pietrosante,OL,74, 6' 5'' ,Fr.,"Bloomfield Hills, Mich.",Brother Rice,275 lbs,2023,football
92,Marco Monteiro,OL,76, 6' 5'' ,So.,"Milford, Mass.",Milford,295 lbs,2023,football
93,Auzzy Joseph,OL,77, 6' 4'' ,Sr.,"Corona, N.Y.",Woodberry Forest School (Va.),250 lbs,2023,football
94,Jack Connolly,OL,78, 6' 4'' ,Sr.,"Canton, Mass.",Canton,290 lbs,2023,football
95,Danny Thompson,OL,79, 6' 4'' ,Fr.,"Scituate, Mass.",Scituate,295 lbs,2023,football
96,Kyai Cook,WR,80, 6' 0'' ,Fr.,"Duncan, S.C.",Byrnes,195 lbs,2023,football
97,Jackson Delaney,WR,81, 6' 2'' ,So.,"Topsfield, Mass.",St. John's Prep,200 lbs,2023,football
98,Michael Nesbit,WR,82, 6' 4'' ,Fr.,"Charlotte, N.C.",South Mecklenberg,185 lbs,2023,football
99,Chason Barber,WR,83, 6' 4'' ,So.,"Old Greenwich, Conn.",Greenwich,205 lbs,2023,football
100,Wes Rockett,WR,84, 6' 0'' ,Sr.,"Marblehead, Mass.",St. John's Prep,185 lbs,2023,football
101,Dillon Golden,TE,85, 6' 4'' ,So.,"San Jose, Calif.",Saint Francis,235 lbs,2023,football
102,Garrett Valentine,WR,86, 5' 11'' ,Sr.,"Winter Garden, Fla.",West Orange,160 lbs,2023,football
103,Lydell Dyer,WR,87, 6' 2'' ,So.,"Bonn, Germany",Helmholtz Gymnasium,180 lbs,2023,football
104,Mark Mahoney,WR,88, 6' 5'' ,Sr.,"Cohasset, Mass.",Choate Rosemary Hall (Conn.),240 lbs,2023,football
105,Najih Rahman,WR,89, 5' 11'' ,Fr.,"Old Bridge, N.J.",Red Bank Catholic,195 lbs,2023,football
106,Caden Harman,DL,90, 6' 4'' ,So.,"Chatsworth, Calif.",Sierra Canyon,255 lbs,2023,football
107,Kyle Philbin,DL,91, 6' 4'' ,Jr.,"Fitchburg, Mass.",Leominster,285 lbs,2023,football
108,Owen Clarke,DL,92, 6' 3'' ,So.,"Westport, Conn.",Staples,230 lbs,2023,football
109,Winston Jordan,DL,93, 6' 3'' ,Jr.,"Blackwood, N.J.",Highland Regional,265 lbs,2023,football
110,Michael Bumpus,DL,95, 6' 4'' ,Jr.,"Ponte Vedra Beach, Fla.",The Bolles School,270 lbs,2023,football
111,Matthew Littlejohn,TE,96, 6' 4'' ,Sr.,"New Braunfels, Texas",New Braunfels,220 lbs,2023,football
112,Quincy Eutsay,DL,97, 6' 2'' ,Jr.,"Roxbury, Mass.",Catholic Memorial,215 lbs,2023,football
113,Tommy  Maloney,DL,98, 6' 4'' ,Sr.,"Newton, Mass.",Buckingham Browne & Nichols School,260 lbs,2023,football
0,Caroline King ,Forward,0, 6' 2'' ,So.,"Valencia, PA",Oakland Catholic,,2010-11,womens basketball
1,Jordin Juker,Forward,3, 6' 0'' ,Fr.,"Boise, ID",Boise High School,,2010-11,womens basketball
2,Lauren Clarke,Guard,10, 5' 6'' ,Fr.,"Colts Neck, NJ",Colts Neck,,2010-11,womens basketball
3,Jacqueline Schoninger,Guard,11, 5' 8'' ,Fr.,"New York, NY",Fieldston School,,2010-11,womens basketball
4,Hannah Passafuime,Guard,20, 5' 10'' ,Jr.,"Soquel, CA",Soquel High School,,2010-11,womens basketball
5,Maggie Smith,Guard/Forward,21, 5' 11'' ,Fr.,"Lilburn, GA",Parkview High School,,2010-11,womens basketball
6,Laura Kobashigawa,Guard,22, 5' 6'' ,Fr.,"Playa Del Rey, CA",Brentwood,,2010-11,womens basketball
7,Sheila Dixon,Guard,23, 5' 10'' ,So.,"Schenectady, NY",Schenectady ,,2010-11,womens basketball
8,Sophie Beutel,Forward,24, 6' 1'' ,Fr.,"Toronto, ON",Northern Secondary School,,2010-11,womens basketball
9,Lindsay Steele,Guard,25, 5' 10'' ,Jr.,"Erial, NJ",Timber Creek,,2010-11,womens basketball
10,Aileen Daniels,Forward,30, 5' 10'' ,Jr.,"Waldwick, NJ",Immaculate Heart Academy,,2010-11,womens basketball
11,Carly Wellington,Forward,31, 6' 2'' ,Fr.,"Lake Oswego, OR",Jesuit High School,,2010-11,womens basketball
12,Sthefany Alviar,Guard,33, 5' 6'' ,Jr.,"Panorama City, CA",Birmingham,,2010-11,womens basketball
13,Lindsay Nickel,Guard,44, 5' 11'' ,So.,"Los Altos, CA",Pinewood ,,2010-11,womens basketball
0,Caroline King ,Forward,0, 6' 2'' ,Jr.,"Valencia, PA",Oakland Catholic,,2011-12,womens basketball
1,Jordin Juker,Forward,3, 6' 0'' ,So.,"Boise, ID",Boise High School,,2011-12,womens basketball
2,Lauren Clarke,Guard,10, 5' 6'' ,So.,"Colts Neck, NJ",Colts Neck,,2011-12,womens basketball
3,Jacqueline Schoninger,Guard,11, 5' 8'' ,So.,"New York, NY",Fieldston School,,2011-12,womens basketball
4,Sophie Beutel,Forward,12, 6' 1'' ,So.,"Toronto, ON",Northern Secondary School,,2011-12,womens basketball
5,Maddy Page,Forward,13, 6' 2'' ,Fr.,"Irvine, CA",Woodbridge,,2011-12,womens basketball
6,Katie Mahoney,Guard,15, 5' 10'' ,Fr.,"Colchester, CT",Bacon Academy,,2011-12,womens basketball
7,Hannah Passafuime,Guard,20, 5' 10'' ,Sr.,"Soquel, CA",Soquel High School,,2011-12,womens basketball
8,Maggie Smith,Guard/Forward,21, 5' 11'' ,So.,"Lilburn, GA",Parkview High School,,2011-12,womens basketball
9,Sophie Bikofsky,Guard,22, 5' 11'' ,Fr.,"Newton, MA",Newton South,,2011-12,womens basketball
10,Sheila Dixon,Guard,23, 5' 10'' ,Jr.,"Schenectady, NY",Schenectady ,,2011-12,womens basketball
11,Aileen Daniels,Forward,30, 5' 10'' ,Sr.,"Waldwick, NJ",Immaculate Heart Academy,,2011-12,womens basketball
12,Carly Wellington,Forward,31, 6' 2'' ,So.,"Lake Oswego, OR",Jesuit High School,,2011-12,womens basketball
13,Sthefany Alviar,Guard,33, 5' 6'' ,Sr.,"Panorama City, CA",Birmingham,,2011-12,womens basketball
14,Nelly Weledji,Guard,43, 5' 10'' ,Fr.,"Overland Park, KS",St. Thomas Aquinas,,2011-12,womens basketball
15,Lindsay Nickel,Guard,44, 5' 11'' ,Jr.,"Los Altos, CA",Pinewood ,,2011-12,womens basketball
0,Caroline King ,Forward,0, 6' 2'' ,Sr.,"Valencia, PA",Oakland Catholic,,2012-13,womens basketball
1,Jordin Juker,Forward,3, 6' 0'' ,Jr.,"Boise, ID",Boise High School,,2012-13,womens basketball
2,Lauren Clarke,Guard,10, 5' 6'' ,Jr.,"Colts Neck, NJ",Colts Neck,,2012-13,womens basketball
3,Sophie Beutel,Forward,12, 6' 1'' ,Jr.,"Toronto, ON",Northern Secondary School,,2012-13,womens basketball
4,Maddy Page,Forward,13, 6' 2'' ,So.,"Irvine, CA",Woodbridge,,2012-13,womens basketball
5,Katie Mahoney,Guard,15, 5' 10'' ,So.,"Colchester, CT",Bacon Academy,,2012-13,womens basketball
6,Ellise Sharpe,Guard,20, 5' 10'' ,Fr.,"Tipp City, OH",Tippecanoe High School,,2012-13,womens basketball
7,Maggie Smith,Guard/Forward,21, 5' 11'' ,Jr.,"Lilburn, GA",Parkview High School,,2012-13,womens basketball
8,Sophie Bikofsky,Guard,22, 5' 11'' ,So.,"Newton, MA",Newton South,,2012-13,womens basketball
9,Sheila Dixon,Guard,23, 5' 10'' ,Sr.,"Schenectady, NY",Schenectady ,,2012-13,womens basketball
10,Nelly Weledji,Guard,24, 5' 10'' ,So.,"Overland Park, KS",St. Thomas Aquinas,,2012-13,womens basketball
11,Carly Wellington,Forward,31, 6' 2'' ,Jr.,"Lake Oswego, OR",Jesuit High School,,2012-13,womens basketball
12,Jordin Alexander,Guard,33, 5' 10'' ,Fr.,"Fishers, IN",Hamilton Southeastern,,2012-13,womens basketball
13,Jessica Eason,Forward,42, 6' 0'' ,Jr.,"Mansfield, MA",Mansfield,,2012-13,womens basketball
14,Natalie Ball,Forward,43, 5' 11'' ,Fr.,"Orlando, FL",Trinity Preparatory,,2012-13,womens basketball
15,Lindsay Nickel,Guard,44, 5' 11'' ,Sr.,"Los Altos, CA",Pinewood ,,2012-13,womens basketball
0,Jordin Juker,Forward,3, 6' 0'' ,Sr.,"Boise, ID",Boise High School,,2013-14,womens basketball
1,Lauren Clarke,Guard,10, 5' 6'' ,Sr.,"Colts Neck, NJ",Colts Neck,,2013-14,womens basketball
2,Emily Dinger,Guard,11, 5' 10'' ,Fr.,"Sunnyvale, Calif.",Archbishop Mitty,,2013-14,womens basketball
3,Sophie Beutel,Forward,12, 6' 1'' ,Sr.,"Toronto, ON",Northern Secondary School,,2013-14,womens basketball
4,Katie Mahoney,Guard,15, 5' 10'' ,Jr.,"Colchester, CT",Bacon Academy,,2013-14,womens basketball
5,Ellise Sharpe,Guard,20, 5' 10'' ,So.,"Tipp City, OH",Tippecanoe High School,,2013-14,womens basketball
6,Sophie Bikofsky,Guard,22, 5' 11'' ,Jr.,"Newton, MA",Newton South,,2013-14,womens basketball
7,Rebecca Musgrove,Guard,23, 5' 9'' ,Fr.,"Plainview, N.Y.",St. Anthony's,,2013-14,womens basketball
8,Nelly Weledji,Guard,24, 5' 10'' ,Jr.,"Overland Park, KS",St. Thomas Aquinas,,2013-14,womens basketball
9,Christine Rush,Guard,25, 5' 9'' ,Jr.,"Hinsdale, Ill.",Hinsdale Central,,2013-14,womens basketball
10,Carly Wellington,Forward,31, 6' 2'' ,Sr.,"Lake Oswego, OR",Jesuit High School,,2013-14,womens basketball
11,Jordin Alexander,Guard,33, 5' 10'' ,So.,"Fishers, IN",Hamilton Southeastern,,2013-14,womens basketball
12,Natalie Ball,Forward,34, 5' 11'' ,So.,"Orlando, FL",Trinity Preparatory,,2013-14,womens basketball
13,Jessica Eason,Forward,42, 6' 0'' ,Sr.,"Mansfield, MA",Mansfield,,2013-14,womens basketball
14,KJ Veldman,Guard,44, 5' 7'' ,Fr.,"Spirit Lake, Iowa",Spirit Lake,,2013-14,womens basketball
0,Megan Reilly,Guard,1, 5' 7'' ,Fr.,"Norwood, NJ",The Lawrenceville School,,2014-15,womens basketball
1,Savannah Johnson,Forward,2, 5' 10'' ,Fr.,"Fort Washington, MD",Elizabeth Seton,,2014-15,womens basketball
2,KJ Veldman,Guard,5, 5' 7'' ,So.,"Spirit Lake, IA",Spirit Lake,,2014-15,womens basketball
3,Emily Dinger,Guard,11, 5' 10'' ,So.,"Sunnyvale, CA",Archbishop Mitty,,2014-15,womens basketball
4,Rebecca Musgrove,Guard,12, 5' 9'' ,So.,"Plainview, NY",St. Anthony's,,2014-15,womens basketball
5,Jordin Alexander,Guard,13, 5' 10'' ,Jr.,"Fishers, IN",Hamilton Southeastern,,2014-15,womens basketball
6,Nelly Weledji,Guard,14, 5' 10'' ,Sr.,"Overland Park, KS",St. Thomas Aquinas,,2014-15,womens basketball
7,Katie Mahoney,Guard,15, 5' 10'' ,Sr.,"Colchester, CT",Bacon Academy,,2014-15,womens basketball
8,Ellise Sharpe,Guard,20, 5' 10'' ,Jr.,"Tipp City, OH",Tippecanoe High School,,2014-15,womens basketball
9,Janie White,Forward,21, 6' 2'' ,Fr.,"Clarksville, TN",Rossview,,2014-15,womens basketball
10,Sophie Bikofsky,Guard,22, 5' 11'' ,Sr.,"Newton, MA",Newton South,,2014-15,womens basketball
11,Christine Rush,Guard,25, 5' 9'' ,Sr.,"Hinsdale, IL",Hinsdale Central,,2014-15,womens basketball
12,Maxine Offiaeli,Forward,30, 6' 2'' ,Fr.,"South Windsor, CT",Loomis Chaffee,,2014-15,womens basketball
13,Kennedy Martin,Forward,32, 6' 0'' ,Fr.,"Los Angeles, CA",Brentwood School,,2014-15,womens basketball
14,Natalie Ball,Forward,34, 5' 11'' ,Jr.,"Orlando, FL",Trinity Preparatory,,2014-15,womens basketball
15,Position Forward,,Imani Herring,,,,,,2014-15,womens basketball
0,Megan Reilly,Guard,1, 5' 7'' ,So.,"Norwood, N.J.",The Lawrenceville School,,2015-16,womens basketball
1,Taylor Will,Guard,10, 5' 11'' ,Fr.,"Arlington Heights, Ill.",Prospect,,2015-16,womens basketball
2,Rebecca Musgrove,Guard,12, 5' 9'' ,Jr.,"Plainview, N.Y.",St. Anthony's,,2015-16,womens basketball
3,Jordin Alexander,Guard,13, 5' 10'' ,Sr.,"Fishers, Ind.",Hamilton Southeastern,,2015-16,womens basketball
4,Ellise Sharpe,Guard,20, 5' 10'' ,Sr.,"Tipp City, Ohio",Tippecanoe,,2015-16,womens basketball
5,Janie White,Forward,21, 6' 2'' ,So.,"Clarksville, Tenn.",Rossview,,2015-16,womens basketball
6,Melissa Heath,Forward,23, 6' 2'' ,Fr.,"Ho-Ho-Kus, N.J.",Northern Highlands Regional,,2015-16,womens basketball
7,Mary Butler,Forward,24, 6' 0'' ,Fr.,"Bangor, Maine",Bangor,,2015-16,womens basketball
8,Shayna Mehta,Guard,30, 5' 7'' ,Fr.,"San Francisco, Calif.",International,,2015-16,womens basketball
9,Erika Steeves,Forward,31, 6' 2'' ,Fr.,"Montreal, Quebec",Phillips Exeter Academy (N.H.),,2015-16,womens basketball
10,Kennedy Martin,Forward,32, 6' 0'' ,So.,"Los Angeles, Calif.",Brentwood School,,2015-16,womens basketball
11,Natalie Ball,Forward,34, 5' 11'' ,Sr.,"Orlando, Fla.",Trinity Preparatory,,2015-16,womens basketball
0,Megan Reilly,Guard,1, 5' 7'' ,Jr.,"Norwood, N.J.",The Lawrenceville School,,2016-17,womens basketball
1,Justine Gaziano,Guard/Forward,4, 6' 0'' ,Fr.,"Natick, Mass.",Natick,,2016-17,womens basketball
2,Taylor Will,Guard,10, 5' 11'' ,So.,"Arlington Heights, Ill.",Prospect,,2016-17,womens basketball
3,Randi Richardson,Guard,22, 5' 5'' ,Fr.,"Flint, Mich.",Carman-Ainsworth,,2016-17,womens basketball
4,Melissa Heath,Forward,23, 6' 2'' ,So.,"Ho-Ho-Kus, N.J.",Northern Highlands Regional,,2016-17,womens basketball
5,Mary Butler,Forward,24, 6' 0'' ,So.,"Bangor, Maine",Bangor,,2016-17,womens basketball
6,Kathleen Ryan,Guard/Forward,25, 6' 2'' ,Fr.,"Clarence Center, N.Y.",Buffalo Academy of the Sacred Heart,,2016-17,womens basketball
7,Shayna Mehta,Guard,30, 5' 7'' ,So.,"San Francisco, Calif.",International,,2016-17,womens basketball
8,Erika Steeves,Forward,31, 6' 2'' ,So.,"Montreal, Quebec",Phillips Exeter Academy (N.H.),,2016-17,womens basketball
9,Janie White,Forward,32, 6' 2'' ,Jr.,"Clarksville, Tenn.",Rossview,,2016-17,womens basketball
10,Abby O'Keefe,Guard,33, 5' 8'' ,Fr.,"St. Louis, Mo.",Worcester Academy (Mass.),,2016-17,womens basketball
11,Lames ElGammal,Forward/Center,40, 6' 2'' ,Fr.,"Baldwin, N.Y.",Baldwin,,2016-17,womens basketball
12,Haley Green,Forward/Center,42, 6' 3'' ,Fr.,"Salem, Va.",Glenvar,,2016-17,womens basketball
0,Alana Kelley,G/F,0, 6' 0'' ,Fr.,"Phoenix, Ariz.",Desert Mountain,,2018-19,womens basketball
1,Nina Mehta,G,2, 5' 8'' ,Fr.,"San Francisco, Calif.",International,,2018-19,womens basketball
2,Dominique Leonidas,G,3, 5' 5'' ,So.,"Stone Mountain, Ga.",Parkview,,2018-19,womens basketball
3,Justine Gaziano,G,4, 6' 0'' ,Jr.,"Natick, Mass.",Natick,,2018-19,womens basketball
4,Morgan Clausen,F,5, 6' 0'' ,So.,"Algonquin, Ill.",Huntley,,2018-19,womens basketball
5,Taylor Will,G,10, 5' 11'' ,Sr.,"Arlington Heights, Ill.",Prospect,,2018-19,womens basketball
6,Savannah Lewis,F,11, 6' 0'' ,So.,"Westlake Village, Calif.",Sierra Canyon,,2018-19,womens basketball
7,McKenna Dale,G,12, 6' 0'' ,So.,"Storrs, Conn.",Edwin O. Smith,,2018-19,womens basketball
8,Ashley Ducharme,F,20, 6' 1'' ,Fr.,"Milton, Mass.",Noble and Greenough School,,2018-19,womens basketball
9,Traiva Breedlove,G,21, 5' 8'' ,Fr.,"Rochester, N.Y.",Our Lady of Mercy,,2018-19,womens basketball
10,Randi Richardson,G,22, 5' 5'' ,Jr.,"Flint, Mich.",Carman-Ainsworth,,2018-19,womens basketball
11,Mary Butler,F,24, 6' 0'' ,Sr.,"Bangor, Maine",Bangor,,2018-19,womens basketball
12,Shayna Mehta,G,30, 5' 7'' ,Sr.,"San Francisco, Calif.",International,,2018-19,womens basketball
13,Erika Steeves,F,31, 6' 2'' ,Sr.,"Montreal, Quebec",Phillips Exeter Academy (N.H.),,2018-19,womens basketball
14,Maddie Mullin,G,33, 5' 9'' ,Fr.,"Wellesley, Mass.",Beaver Country Day School,,2018-19,womens basketball
15,Haley Green,C,42, 6' 3'' ,Jr.,"Salem, Va.",Glenvar,,2018-19,womens basketball
0,Lexi Love,G,1, 5' 4'' ,Fr.,"Oakland, Calif.",Bishop O'Dowd,,2019-20,womens basketball
1,Dominique Leonidas,G,3, 5' 5'' ,Jr.,"Stone Mountain, Ga.",Parkview,,2019-20,womens basketball
2,Justine Gaziano,G,4, 6' 0'' ,Sr.,"Natick, Mass.",Natick,,2019-20,womens basketball
3,Myla Cox,G,5, 6' 0'' ,Fr.,"Petal, Miss.",Petal,,2019-20,womens basketball
4,Fiona Finn,F,10, 6' 1'' ,Fr.,"West Roxbury, Mass.",The Rivers School,,2019-20,womens basketball
5,McKenna Dale,G,12, 6' 0'' ,Jr.,"Storrs, Conn.",Edwin O. Smith,,2019-20,womens basketball
6,Ashley Ducharme,F,20, 6' 1'' ,So.,"Milton, Mass.",Noble and Greenough School,,2019-20,womens basketball
7,Sydney Rosant,G,21, 5' 8'' ,Fr.,"Foster City, Ga.",Sequoyah,,2019-20,womens basketball
8,Dani Short,F,22, 6' 1'' ,Fr.,"Aliquippa, Pa.",North Catholic,,2019-20,womens basketball
9,Mia Mascone,G,23, 5' 9'' ,Fr.,"Irvington, N.Y.",Irvington,,2019-20,womens basketball
10,Maddie Mullin,G,33, 5' 9'' ,So.,"Wellesley, Mass.",Beaver Country Day School,,2019-20,womens basketball
11,Haley Green,C,42, 6' 3'' ,Sr.,"Salem, Va.",Glenvar,,2019-20,womens basketball
0,Mya Murray,F,0, 6' 2'' ,Fr.,"Uniontown, Pa.",Uniontown Area Senior,,2020-21,womens basketball
1,Lexi Love,G,1, 5' 4'' ,So.,"Oakland, Calif.",Bishop O'Dowd,,2020-21,womens basketball
2,Kyla Jones,G,2, 5' 9'' ,Fr.,"Chicago, Ill.",Whitney M. Young Magnet,,2020-21,womens basketball
3,Dominique Leonidas,G,3, 5' 5'' ,Sr.,"Stone Mountain, Ga.",Parkview,,2020-21,womens basketball
4,Grace Kirk,G,4, 5' 5'' ,Fr.,"Duluth, Minn.",Marshall School,,2020-21,womens basketball
5,Myla Cox,G,5, 6' 0'' ,So.,"Petal, Miss.",Petal,,2020-21,womens basketball
6,Fiona Finn,F,10, 6' 1'' ,So.,"West Roxbury, Mass.",The Rivers School,,2020-21,womens basketball
7,Chantal Nadia,F,11, 6' 1'' ,Fr.,"Los Angeles, Calif.",Santa Monica,,2020-21,womens basketball
8,McKenna Dale,G,12, 6' 0'' ,Sr.,"Storrs, Conn.",Edwin O. Smith,,2020-21,womens basketball
9,Ashley Ducharme,F,20, 6' 1'' ,Jr.,"Milton, Mass.",Noble and Greenough School,,2020-21,womens basketball
10,Sydney Rosant,G,21, 5' 8'' ,So.,"Foster City, Ga.",Sequoyah,,2020-21,womens basketball
11,Dani Short,F,22, 6' 1'' ,So.,"Aliquippa, Pa.",North Catholic,,2020-21,womens basketball
12,Charlotte Jewell,G,23, 5' 7'' ,Fr.,"Alexandria, Va.",Thomas A. Edison,,2020-21,womens basketball
13,Emma Laszewski,F,24, 6' 2'' ,Fr.,"Jupiter, Fla.",The Benjamin School,,2020-21,womens basketball
14,Maddie Mullin,G,33, 5' 9'' ,Jr.,"Wellesley, Mass.",Beaver Country Day School,,2020-21,womens basketball
0,Mya Murray,F,0, 6' 2'' ,So.,"Uniontown, Pa.",Uniontown Area Senior,,2021-22,womens basketball
